filename,dx,dy,loss
ILSVRC2012_val_00018317.png,0.0,0.0,0.08858983963727951
ILSVRC2012_val_00045761.png,0.0,0.0,0.053440485149621964
ILSVRC2012_val_00020011.png,0.0,0.0,0.07861220091581345
ILSVRC2012_val_00026001.png,0.0,0.0,0.2770669162273407
ILSVRC2012_val_00035367.png,0.0,0.0,0.6299148797988892
ILSVRC2012_val_00017440.png,0.0,0.0,0.02990823984146118
ILSVRC2012_val_00026908.png,0.0,0.0,0.07159997522830963
ILSVRC2012_val_00028221.png,0.0,0.0,0.15995675325393677
ILSVRC2012_val_00018317.png,0.0,0.05,0.0490044467151165
ILSVRC2012_val_00045761.png,0.0,0.05,0.07952266931533813
ILSVRC2012_val_00020011.png,0.0,0.05,0.15553849935531616
ILSVRC2012_val_00026001.png,0.0,0.05,0.16798806190490723
ILSVRC2012_val_00035367.png,0.0,0.05,0.31891313195228577
ILSVRC2012_val_00017440.png,0.0,0.05,0.0276649110019207
ILSVRC2012_val_00026908.png,0.0,0.05,0.0656697154045105
ILSVRC2012_val_00028221.png,0.0,0.05,0.15680603682994843
ILSVRC2012_val_00018317.png,0.0,0.1,0.08896093815565109
ILSVRC2012_val_00045761.png,0.0,0.1,0.03087962046265602
ILSVRC2012_val_00020011.png,0.0,0.1,0.21534200012683868
ILSVRC2012_val_00026001.png,0.0,0.1,0.15163294970989227
ILSVRC2012_val_00035367.png,0.0,0.1,0.4291820228099823
ILSVRC2012_val_00017440.png,0.0,0.1,0.05132526531815529
ILSVRC2012_val_00026908.png,0.0,0.1,0.07459418475627899
ILSVRC2012_val_00028221.png,0.0,0.1,0.14981774985790253
ILSVRC2012_val_00018317.png,0.0,0.15000000000000002,0.036507051438093185
ILSVRC2012_val_00045761.png,0.0,0.15000000000000002,0.277765691280365
ILSVRC2012_val_00020011.png,0.0,0.15000000000000002,0.08367064595222473
ILSVRC2012_val_00026001.png,0.0,0.15000000000000002,0.11766011267900467
ILSVRC2012_val_00035367.png,0.0,0.15000000000000002,0.4973076581954956
ILSVRC2012_val_00017440.png,0.0,0.15000000000000002,0.03782116621732712
ILSVRC2012_val_00026908.png,0.0,0.15000000000000002,0.20687557756900787
ILSVRC2012_val_00028221.png,0.0,0.15000000000000002,0.1649252474308014
ILSVRC2012_val_00018317.png,0.0,0.2,0.07185973227024078
ILSVRC2012_val_00045761.png,0.0,0.2,0.03385046124458313
ILSVRC2012_val_00020011.png,0.0,0.2,0.18653737008571625
ILSVRC2012_val_00026001.png,0.0,0.2,0.2598242163658142
ILSVRC2012_val_00035367.png,0.0,0.2,0.5665113925933838
ILSVRC2012_val_00017440.png,0.0,0.2,0.025982357561588287
ILSVRC2012_val_00026908.png,0.0,0.2,0.07459418475627899
ILSVRC2012_val_00028221.png,0.0,0.2,0.1692802757024765
ILSVRC2012_val_00018317.png,0.0,0.25,0.38843807578086853
ILSVRC2012_val_00045761.png,0.0,0.25,0.014766562730073929
ILSVRC2012_val_00020011.png,0.0,0.25,0.1377323716878891
ILSVRC2012_val_00026001.png,0.0,0.25,0.37728068232536316
ILSVRC2012_val_00035367.png,0.0,0.25,0.2973427474498749
ILSVRC2012_val_00017440.png,0.0,0.25,0.03317365050315857
ILSVRC2012_val_00026908.png,0.0,0.25,0.04698798060417175
ILSVRC2012_val_00028221.png,0.0,0.25,0.18506401777267456
ILSVRC2012_val_00018317.png,0.0,0.30000000000000004,0.17995567619800568
ILSVRC2012_val_00045761.png,0.0,0.30000000000000004,0.06417931616306305
ILSVRC2012_val_00020011.png,0.0,0.30000000000000004,0.12202033400535583
ILSVRC2012_val_00026001.png,0.0,0.30000000000000004,0.09825639426708221
ILSVRC2012_val_00035367.png,0.0,0.30000000000000004,0.5538583993911743
ILSVRC2012_val_00017440.png,0.0,0.30000000000000004,0.0471578910946846
ILSVRC2012_val_00026908.png,0.0,0.30000000000000004,0.08903630077838898
ILSVRC2012_val_00028221.png,0.0,0.30000000000000004,0.173301100730896
ILSVRC2012_val_00018317.png,0.0,0.35000000000000003,1.0657554864883423
ILSVRC2012_val_00045761.png,0.0,0.35000000000000003,0.02526521123945713
ILSVRC2012_val_00020011.png,0.0,0.35000000000000003,0.1852038949728012
ILSVRC2012_val_00026001.png,0.0,0.35000000000000003,0.22903986275196075
ILSVRC2012_val_00035367.png,0.0,0.35000000000000003,0.25756269693374634
ILSVRC2012_val_00017440.png,0.0,0.35000000000000003,0.14215008914470673
ILSVRC2012_val_00026908.png,0.0,0.35000000000000003,0.2274121344089508
ILSVRC2012_val_00028221.png,0.0,0.35000000000000003,0.2058049887418747
ILSVRC2012_val_00018317.png,0.0,0.4,0.06375573575496674
ILSVRC2012_val_00045761.png,0.0,0.4,0.08465276658535004
ILSVRC2012_val_00020011.png,0.0,0.4,0.11326535791158676
ILSVRC2012_val_00026001.png,0.0,0.4,0.1918424814939499
ILSVRC2012_val_00035367.png,0.0,0.4,0.28611356019973755
ILSVRC2012_val_00017440.png,0.0,0.4,0.06047684699296951
ILSVRC2012_val_00026908.png,0.0,0.4,0.04433974251151085
ILSVRC2012_val_00028221.png,0.0,0.4,0.4027248024940491
ILSVRC2012_val_00018317.png,0.0,0.45,1.563732385635376
ILSVRC2012_val_00045761.png,0.0,0.45,0.058158859610557556
ILSVRC2012_val_00020011.png,0.0,0.45,0.15892459452152252
ILSVRC2012_val_00026001.png,0.0,0.45,1.1727805137634277
ILSVRC2012_val_00035367.png,0.0,0.45,0.1776362508535385
ILSVRC2012_val_00017440.png,0.0,0.45,0.039575375616550446
ILSVRC2012_val_00026908.png,0.0,0.45,0.04665786027908325
ILSVRC2012_val_00028221.png,0.0,0.45,0.26586732268333435
ILSVRC2012_val_00018317.png,0.0,0.5,2.4779584407806396
ILSVRC2012_val_00045761.png,0.0,0.5,0.41951167583465576
ILSVRC2012_val_00020011.png,0.0,0.5,0.20769470930099487
ILSVRC2012_val_00026001.png,0.0,0.5,0.18987026810646057
ILSVRC2012_val_00035367.png,0.0,0.5,0.551781952381134
ILSVRC2012_val_00017440.png,0.0,0.5,0.11873932182788849
ILSVRC2012_val_00026908.png,0.0,0.5,0.11658577620983124
ILSVRC2012_val_00028221.png,0.0,0.5,0.2363603413105011
ILSVRC2012_val_00018317.png,0.05,0.0,0.08098478615283966
ILSVRC2012_val_00045761.png,0.05,0.0,0.018327416852116585
ILSVRC2012_val_00020011.png,0.05,0.0,0.08367064595222473
ILSVRC2012_val_00026001.png,0.05,0.0,0.13859693706035614
ILSVRC2012_val_00035367.png,0.05,0.0,0.18597820401191711
ILSVRC2012_val_00017440.png,0.05,0.0,0.03585664555430412
ILSVRC2012_val_00026908.png,0.05,0.0,0.09966635704040527
ILSVRC2012_val_00028221.png,0.05,0.0,0.173301100730896
ILSVRC2012_val_00018317.png,0.05,0.05,0.13954348862171173
ILSVRC2012_val_00045761.png,0.05,0.05,0.07305210828781128
ILSVRC2012_val_00020011.png,0.05,0.05,0.25607067346572876
ILSVRC2012_val_00026001.png,0.05,0.05,0.4735128879547119
ILSVRC2012_val_00035367.png,0.05,0.05,0.44505831599235535
ILSVRC2012_val_00017440.png,0.05,0.05,0.0735621526837349
ILSVRC2012_val_00026908.png,0.05,0.05,0.06490049511194229
ILSVRC2012_val_00028221.png,0.05,0.05,0.1387733370065689
ILSVRC2012_val_00018317.png,0.05,0.1,0.05629590526223183
ILSVRC2012_val_00045761.png,0.05,0.1,0.025326233357191086
ILSVRC2012_val_00020011.png,0.05,0.1,0.2022199034690857
ILSVRC2012_val_00026001.png,0.05,0.1,0.3329792618751526
ILSVRC2012_val_00035367.png,0.05,0.1,0.3175104558467865
ILSVRC2012_val_00017440.png,0.05,0.1,0.034193363040685654
ILSVRC2012_val_00026908.png,0.05,0.1,0.09659001231193542
ILSVRC2012_val_00028221.png,0.05,0.1,0.12102513760328293
ILSVRC2012_val_00018317.png,0.05,0.15000000000000002,0.07815036922693253
ILSVRC2012_val_00045761.png,0.05,0.15000000000000002,0.04404205456376076
ILSVRC2012_val_00020011.png,0.05,0.15000000000000002,0.1712798923254013
ILSVRC2012_val_00026001.png,0.05,0.15000000000000002,0.7497386336326599
ILSVRC2012_val_00035367.png,0.05,0.15000000000000002,0.2425321638584137
ILSVRC2012_val_00017440.png,0.05,0.15000000000000002,0.027348298579454422
ILSVRC2012_val_00026908.png,0.05,0.15000000000000002,0.1510051190853119
ILSVRC2012_val_00028221.png,0.05,0.15000000000000002,0.2138226181268692
ILSVRC2012_val_00018317.png,0.05,0.2,0.0538460947573185
ILSVRC2012_val_00045761.png,0.05,0.2,0.6308402419090271
