dx,dy,loss_mean,loss_std,count
0.0,0.0,0.14290828343947554,0.22681126635721113,1000
0.0,0.05,0.17656351734543246,0.3357881937335708,1000
0.0,0.1,0.19624927380582838,0.42348320071147566,1000
0.0,0.15,0.20782771371094708,0.43096007048032875,1000
0.0,0.2,0.2190596646104974,0.4531823903181317,1000
0.0,0.25,0.2467629865190409,0.48932388090382894,1000
0.0,0.3,0.29488849673469664,0.6817204614035163,1000
0.0,0.35,0.35208148220300167,0.7968277249259683,1000
0.0,0.4,0.44183645892527246,0.9959263860668686,1000
0.0,0.45,0.6190466990444506,1.3365047352904358,1000
0.0,0.5,0.8132339102491962,1.7662454367123142,1000
0.05,0.0,0.1723135965261675,0.322493764940504,1000
0.05,0.05,0.19106944024320666,0.3969100159293939,1000
0.05,0.1,0.1986009398728191,0.38349072302887405,1000
0.05,0.15,0.21649365814261465,0.46442992154022994,1000
0.05,0.2,0.2555148008465696,0.556302149172007,1000
0.05,0.25,0.2789343285273166,0.6725652973358043,1000
0.05,0.3,0.3173232320378727,0.6894728871165804,1000
0.05,0.35,0.3478432381209879,0.7663811413285836,1000
0.05,0.4,0.4828695703541903,1.1418968408242818,1000
0.05,0.45,0.6617291571054942,1.4222993455855428,1000
0.05,0.5,0.8983637859375763,1.8506254506021478,1000
0.1,0.0,0.19403232174856314,0.4030124155389156,1000
0.1,0.05,0.20367693686528895,0.4022577364523303,1000
0.1,0.1,0.223562077079997,0.477671347520313,1000
0.1,0.15,0.24771983348312387,0.552971410601108,1000
0.1,0.2,0.27511506879536124,0.6192551020436295,1000
0.1,0.25,0.3029050390361378,0.7407437893134263,1000
0.1,0.3,0.35636327692494857,0.8285519495564361,1000
0.1,0.35,0.34801235905924927,0.775047953157361,1000
0.1,0.4,0.5178993572320333,1.143974222265965,1000
0.1,0.45,0.7487900818164271,1.5921731028643193,1000
0.1,0.5,0.9544254768066388,1.9818938598357663,1000
0.15,0.0,0.2087795912272488,0.4175647749052884,1000
0.15,0.05,0.24128441104750728,0.5097105191742587,1000
0.15,0.1,0.2372774515212632,0.5364904494553056,1000
0.15,0.15,0.29702292016914944,0.7005464796769986,1000
0.15,0.2,0.30878183625144306,0.702376434322066,1000
0.15,0.25,0.3477779461853368,0.8564595375409142,1000
0.15,0.3,0.4158516107709565,0.9515555679235905,1000
0.15,0.35,0.43411507177826614,0.954654473484753,1000
