dx,dy,loss_mean,loss_std,count
0.0,0.0,0.17288229508986114,0.35814557599594204,2000
0.0,0.05,0.27132657095912144,0.5976697175812505,1000
0.0,0.1,0.2916956589731999,0.6113353661459252,1000
0.0,0.15000000000000002,0.37075640516274144,0.8496537263807314,1000
0.0,0.2,0.4445277802593191,1.0126997052839344,1000
0.0,0.25,0.5256481557342341,1.1392645843780047,1000
0.0,0.30000000000000004,0.5336144905992405,1.0972527160443761,1000
0.0,0.35000000000000003,0.7647743731005466,1.4670509433758534,1000
0.0,0.4,0.8745150370780029,1.5837554705636445,1000
0.0,0.45,0.9760966109295259,1.753202995157019,1000
0.0,0.5,1.2605180003835195,2.133116921969318,1000
0.05,0.0,0.2972137249154039,0.6492441311287528,1000
0.05,0.05,0.32799506759596986,0.7347058406568716,1000
0.05,0.1,0.3851273472267203,0.8636125420004541,1000
0.05,0.15000000000000002,0.4469470545985969,1.001064338307939,1000
0.05,0.2,0.4892846410360653,1.062798872737877,1000
0.05,0.25,0.5740056886521634,1.1733025087307865,1000
0.05,0.30000000000000004,0.6627139426737558,1.3120458207956436,1000
0.05,0.35000000000000003,0.8721466433408787,1.6494393218706622,1000
0.05,0.4,0.9711220170497545,1.750476043262795,1000
0.05,0.45,1.1274547674096247,1.9473028398506396,1000
0.05,0.5,1.4140853285428603,2.28750317873999,1000
0.1,0.0,0.331911140165641,0.746896381499746,1000
0.1,0.05,0.39518968307221075,0.8835643732796736,1000
0.1,0.1,0.4622630646347534,1.0105712391857065,1000
0.1,0.15000000000000002,0.5391774015384726,1.0948913141093308,1000
0.1,0.2,0.5857252362809376,1.1748019899892586,1000
0.1,0.25,0.7134701668282887,1.3811442051358847,1000
0.1,0.30000000000000004,0.8309331737142056,1.5487262191784819,1000
0.1,0.35000000000000003,1.0048750218378846,1.799574513260847,1000
0.1,0.4,1.111312983854965,1.9715791490661045,1000
0.1,0.45,1.2662990127939264,2.0909947586720903,1000
0.1,0.5,1.4345217837560922,2.291551153035834,1000
0.15000000000000002,0.0,0.369112334313686,0.7867067415418827,1000
0.15000000000000002,0.05,0.4425922072961694,0.9421880498332132,1000
0.15000000000000002,0.1,0.5029397258985701,1.120766060179599,1000
0.15000000000000002,0.15000000000000002,0.5554913633242832,1.1376442221406924,1000
0.15000000000000002,0.2,0.6736856977551943,1.3706092533758718,1000
0.15000000000000002,0.25,0.7724938739300123,1.4758388256431094,1000
0.15000000000000002,0.30000000000000004,1.0873256484317826,1.9511405795551813,1000
0.15000000000000002,0.35000000000000003,1.0638106208966347,1.9130532674878662,1000
0.15000000000000002,0.4,1.221445808412973,2.04565974620188,1000
0.15000000000000002,0.45,1.5135022378603462,2.25491917042906,1000
0.15000000000000002,0.5,1.742284676884534,2.57930788227448,1000
0.2,0.0,0.42939038543857166,0.9875756973977974,1000
0.2,0.05,0.46574042746334454,1.0503418767930095,1000
0.2,0.1,0.57551859987235,1.2157905742728603,1000
0.2,0.15000000000000002,0.6529520499503123,1.3813953938668302,1000
0.2,0.2,0.8991670005474734,1.6559936327475184,1000
0.2,0.25,0.996707620230969,1.7956197482043368,1000
0.2,0.30000000000000004,1.1556399364623648,1.9811232460608685,1000
0.2,0.35000000000000003,1.231305202417716,2.0300430666723988,1000
0.2,0.4,1.5108984771457035,2.3936651256260437,1000
0.2,0.45,1.5913412137146807,2.4321399085599897,1000
0.2,0.5,1.9060633015822759,2.7004072297798007,1000
0.25,0.0,0.46706739397102504,1.0043672951730087,1000
0.25,0.05,0.5978661633220036,1.2247883690777044,1000
0.25,0.1,0.733744832308148,1.3905952680391678,1000
0.25,0.15000000000000002,0.7913580822488293,1.538905990017106,1000
0.25,0.2,0.888709716076748,1.6409782521024872,1000
0.25,0.25,1.150122062463779,1.9739799474459354,1000
0.25,0.30000000000000004,1.2102274145460687,2.061868108507266,1000
0.25,0.35000000000000003,1.3302632723241112,2.1336731070796087,1000
0.25,0.4,1.584921234479756,2.4175914853587464,1000
0.25,0.45,1.8204949489014688,2.578961012907976,1000
0.25,0.5,2.0740844791442794,2.751256465228918,1000
0.30000000000000004,0.0,0.5987438213569112,1.246160458467395,1000
0.30000000000000004,0.05,0.6860411234814965,1.3469723649333227,1000
0.30000000000000004,0.1,0.7832664655010158,1.5043155533661527,1000
0.30000000000000004,0.15000000000000002,0.9569932397527445,1.822976893941156,1000
0.30000000000000004,0.2,1.044831721835886,1.8498870740612205,1000
0.30000000000000004,0.25,1.2512816574544412,2.1610411419593123,1000
0.30000000000000004,0.30000000000000004,1.3627101700182538,2.227838273963784,1000
0.30000000000000004,0.35000000000000003,1.599438164988198,2.411844761361975,1000
0.30000000000000004,0.4,1.7460436612702905,2.5521739656033993,1000
0.30000000000000004,0.45,2.0665865831506087,2.7387872659573036,1000
0.30000000000000004,0.5,2.262191315297561,2.9209704610990093,1000
0.35000000000000003,0.0,0.7773337954337767,1.4889672818141477,1000
0.35000000000000003,0.05,0.8019101375916508,1.5055435035377032,1000
