dx,dy,loss_mean,loss_std,count
0.0,0.0,0.24773323781021273,0.5264405367150302,2000
0.0,0.05,0.5042653809648214,0.8855061548713713,1000
0.0,0.1,0.6168464239639486,1.109871767648524,1000
0.0,0.15000000000000002,0.6829733521263401,1.2040820430212633,1000
0.0,0.2,0.782118790534411,1.3285777406175603,1000
0.0,0.25,0.8621173565000281,1.4414355542482777,1000
0.0,0.30000000000000004,1.0919243304210855,1.6978137415279764,1000
0.0,0.35000000000000003,1.3099192394361847,1.9499171610851873,1000
0.0,0.4,1.5316325527641657,2.1966628211734336,1000
0.0,0.45,1.9386292239654108,2.6882854000011016,1000
0.0,0.5,2.2395620970032795,2.833643606479137,1000
0.05,0.0,0.48810171773960487,0.9020748303286132,1000
0.05,0.05,0.6681774872137016,1.1641386515473335,1000
0.05,0.1,0.8553941704578383,1.400295481550224,1000
0.05,0.15000000000000002,0.8634929224341364,1.3801514237951695,1000
0.05,0.2,1.0022178698683646,1.57833087339193,1000
0.05,0.25,1.1344853894578022,1.6878722901020218,1000
0.05,0.30000000000000004,1.3398088866848241,1.9685171046815377,1000
0.05,0.35000000000000003,1.5307030413124043,2.092344160282748,1000
0.05,0.4,1.9255808106315875,2.5456980502979243,1000
0.05,0.45,2.3109443386214363,2.87468395115395,1000
0.05,0.5,2.541218653161405,3.178957747784392,1000
0.1,0.0,0.5950027288523408,1.0518041670477676,1000
0.1,0.05,0.7922171265036264,1.3777500116589205,1000
0.1,0.1,1.0168688709077434,1.514145936527063,1000
0.1,0.15000000000000002,1.0154919726697054,1.6216994681854162,1000
0.1,0.2,1.1996129971866853,1.8006849605284279,1000
0.1,0.25,1.3519282449784797,1.9573616219372836,1000
0.1,0.30000000000000004,1.6670998142747624,2.239890610635256,1000
0.1,0.35000000000000003,1.8743174766269988,2.473769726955907,1000
0.1,0.4,2.067049191081077,2.6628879211716536,1000
0.1,0.45,2.409809612126804,2.9466625076697635,1000
0.1,0.5,2.7792031311764065,3.3179336049392103,1000
0.15000000000000002,0.0,0.7041173506319711,1.2317541870074313,1000
0.15000000000000002,0.05,0.8848446521239135,1.4377425095615766,1000
0.15000000000000002,0.1,0.9983421117758243,1.538257722679489,1000
0.15000000000000002,0.15000000000000002,1.2003224458209312,1.7476013870984668,1000
0.15000000000000002,0.2,1.28882194619629,1.8749858775960455,1000
0.15000000000000002,0.25,1.5287495202733015,2.0727405459841797,1000
0.15000000000000002,0.30000000000000004,1.7430008366703371,2.2594057199448887,1000
0.15000000000000002,0.35000000000000003,1.8933914918870491,2.4732861732998224,1000
0.15000000000000002,0.4,2.2123226196306898,2.761752140120319,1000
0.15000000000000002,0.45,2.4584364039711497,2.8966597151264253,1000
0.15000000000000002,0.5,2.995067802759038,3.2725491546666965,1000
0.2,0.0,0.8050616193869968,1.3505188829397703,1000
0.2,0.05,1.0043378775522365,1.5889416785131858,1000
0.2,0.1,1.133424679196959,1.704805798673579,1000
0.2,0.15000000000000002,1.3307847308622676,1.9159050589830053,1000
0.2,0.2,1.4774069132069152,1.9560163695950827,1000
0.2,0.25,1.6228339649353256,2.108327681144323,1000
0.2,0.30000000000000004,1.7323879980357244,2.2883549790634206,1000
0.2,0.35000000000000003,2.1146087280595203,2.5429809445070615,1000
0.2,0.4,2.336043176641667,2.713597475540191,1000
0.2,0.45,2.866914276970208,3.076301649834347,1000
0.2,0.5,3.213501541673078,3.419388111096895,1000
0.25,0.0,0.9682023389377804,1.5855432918249943,1000
0.25,0.05,1.143971639226795,1.6822205985517305,1000
0.25,0.1,1.3124725226037113,1.7992944558421868,1000
0.25,0.15000000000000002,1.5073100415756449,2.121936077324375,1000
0.25,0.2,1.7322290593403298,2.2355972359387906,1000
0.25,0.25,1.9595804382204671,2.4156700191053617,1000
0.25,0.30000000000000004,2.068885652031295,2.4770018626781813,1000
0.25,0.35000000000000003,2.242276904027595,2.642473730108612,1000
0.25,0.4,2.5364134469238775,2.894791415021017,1000
0.25,0.45,2.926651839438179,3.0730770089481894,1000
0.25,0.5,3.1823110231304637,3.288328263750127,1000
0.30000000000000004,0.0,1.0060771473324215,1.509876722314868,1000
0.30000000000000004,0.05,1.2670237070543082,1.7529166069057234,1000
0.30000000000000004,0.1,1.4470492696453043,1.9525362366556471,1000
0.30000000000000004,0.15000000000000002,1.6741796926886576,2.13634652636718,1000
0.30000000000000004,0.2,1.8129671949279054,2.2509303823729465,1000
0.30000000000000004,0.25,2.1277365717046424,2.4745052032265815,1000
0.30000000000000004,0.30000000000000004,2.15047519463217,2.51552996212611,1000
0.30000000000000004,0.35000000000000003,2.4012309733455774,2.698425888597971,1000
