dx,dy,loss_mean,loss_std,count
0.0,0.0,0.14290603381395864,0.22681019742091565,1000
0.1,0.1,0.6939602057641295,1.2622808026609573,1000
0.1,0.2,0.9488782054681772,1.6029226053243826,1000
0.1,0.30000000000000004,1.199245748264515,1.8340365048354612,1000
0.1,0.4,1.4889763276343242,2.1190564319974943,1000
0.1,0.5,2.0658018275707666,2.5481385927216214,1000
0.2,0.1,0.9339099473514729,1.5303320312616722,1000
0.2,0.2,1.2335870593783058,1.9157587804435545,1000
0.2,0.30000000000000004,1.470438612321272,2.075328627980293,1000
0.2,0.4,1.892306036887857,2.4651983921281277,1000
0.2,0.5,2.309649224623075,2.723679707626747,1000
0.30000000000000004,0.1,1.1260647782828137,1.764548747453934,1000
0.30000000000000004,0.2,1.6272708198526806,2.240102523211592,1000
0.30000000000000004,0.30000000000000004,1.7397543393382802,2.306705655538507,1000
0.30000000000000004,0.4,2.0722929140788686,2.5321417340318155,1000
0.30000000000000004,0.5,2.9005292304299117,3.024996291439074,1000
0.4,0.1,1.534610617919433,2.1657676839551394,1000
0.4,0.2,1.9256215936282852,2.4125851258657556,1000
0.4,0.30000000000000004,2.229057046277874,2.640477096663272,1000
0.4,0.4,2.726019662213271,2.9032246503777643,1000
0.4,0.5,3.261308021292158,3.071009182901193,1000
0.5,0.1,2.2033027586895777,2.612623252801051,1000
0.5,0.2,2.423613780791694,2.7818717209198236,1000
0.5,0.30000000000000004,2.88015069945076,2.912436079316033,1000
0.5,0.4,3.3783288998173897,3.1473767553783003,1000
0.5,0.5,3.894885015643362,3.359913275159061,1000
