filename,true_label,source_original_pred,source_adv_pred,source_attack_success,tf2torch_inception_v3_pred,tf2torch_inception_v3_fooled,tf2torch_inception_v4_pred,tf2torch_inception_v4_fooled,tf2torch_resnet_v2_50_pred,tf2torch_resnet_v2_50_fooled,tf2torch_resnet_v2_101_pred,tf2torch_resnet_v2_101_fooled,tf2torch_resnet_v2_152_pred,tf2torch_resnet_v2_152_fooled,tf2torch_inc_res_v2_pred,tf2torch_inc_res_v2_fooled,tf2torch_adv_inception_v3_pred,tf2torch_adv_inception_v3_fooled,tf2torch_ens3_adv_inc_v3_pred,tf2torch_ens3_adv_inc_v3_fooled,tf2torch_ens4_adv_inc_v3_pred,tf2torch_ens4_adv_inc_v3_fooled,tf2torch_ens_adv_inc_res_v2_pred,tf2torch_ens_adv_inc_res_v2_fooled
ILSVRC2012_val_00018317.png,1,0,515,True,516,True,516,True,516,True,516,True,516,True,516,True,1,False,516,True,516,True,1,False
ILSVRC2012_val_00045761.png,2,1,317,True,318,True,318,True,318,True,319,True,328,True,318,True,2,False,2,False,2,False,2,False
ILSVRC2012_val_00020011.png,3,2,6,True,7,True,7,True,51,True,7,True,3,False,7,True,4,True,7,True,3,False,3,False
ILSVRC2012_val_00026001.png,4,3,4,False,5,True,5,True,5,True,5,True,5,True,5,True,3,True,5,True,5,True,4,False
ILSVRC2012_val_00035367.png,5,4,6,True,7,True,7,True,7,True,7,True,7,True,7,True,5,False,5,False,5,False,5,False
ILSVRC2012_val_00017440.png,6,5,828,True,829,True,6,False,6,False,6,False,6,False,6,False,6,False,6,False,6,False,6,False
ILSVRC2012_val_00026908.png,7,6,107,True,108,True,7,False,7,False,7,False,88,True,7,False,7,False,7,False,7,False,7,False
ILSVRC2012_val_00028221.png,8,7,99,True,100,True,9,True,8,False,8,False,9,True,9,True,8,False,8,False,8,False,8,False
ILSVRC2012_val_00026271.png,9,8,7,True,8,True,9,False,8,True,9,False,9,False,9,False,8,True,9,False,8,True,9,False
ILSVRC2012_val_00049090.png,10,9,109,True,110,True,139,True,110,True,139,True,110,True,85,True,10,False,10,False,10,False,10,False
ILSVRC2012_val_00037748.png,11,10,12,True,13,True,13,True,13,True,13,True,13,True,13,True,13,True,13,True,13,True,11,False
ILSVRC2012_val_00016252.png,12,11,994,True,995,True,13,True,659,True,64,True,995,True,12,False,12,False,12,False,12,False,12,False
ILSVRC2012_val_00020495.png,13,12,85,True,86,True,86,True,87,True,86,True,86,True,86,True,13,False,13,False,13,False,13,False
ILSVRC2012_val_00003116.png,14,13,17,True,18,True,14,False,14,False,14,False,14,False,14,False,14,False,14,False,14,False,14,False
ILSVRC2012_val_00027811.png,15,14,17,True,18,True,18,True,15,False,15,False,15,False,18,True,15,False,15,False,15,False,15,False
ILSVRC2012_val_00034482.png,16,15,13,True,14,True,14,True,14,True,14,True,14,True,14,True,16,False,16,False,16,False,16,False
ILSVRC2012_val_00042600.png,17,16,95,True,96,True,96,True,96,True,96,True,96,True,17,False,96,True,17,False,17,False,17,False
ILSVRC2012_val_00034144.png,18,17,19,True,20,True,20,True,20,True,20,True,20,True,20,True,20,True,18,False,20,True,18,False
ILSVRC2012_val_00041206.png,19,18,989,True,990,True,19,False,989,True,19,False,19,False,19,False,19,False,19,False,19,False,19,False
ILSVRC2012_val_00017017.png,20,19,805,True,806,True,17,True,20,False,20,False,20,False,20,False,20,False,20,False,20,False,20,False
ILSVRC2012_val_00024059.png,21,20,139,True,140,True,140,True,140,True,140,True,140,True,140,True,140,True,21,False,140,True,21,False
ILSVRC2012_val_00013393.png,22,21,23,True,24,True,24,True,24,True,24,True,24,True,24,True,24,True,22,False,24,True,22,False
ILSVRC2012_val_00040474.png,23,22,144,True,145,True,145,True,145,True,24,True,145,True,23,False,23,False,23,False,23,False,23,False
ILSVRC2012_val_00022165.png,24,23,22,True,23,True,24,False,24,False,24,False,24,False,24,False,24,False,52,True,24,False,24,False
ILSVRC2012_val_00000318.png,25,24,840,True,841,True,25,False,25,False,25,False,25,False,25,False,25,False,25,False,25,False,25,False
ILSVRC2012_val_00012588.png,26,25,197,True,198,True,198,True,215,True,238,True,888,True,46,True,46,True,26,False,26,False,26,False
ILSVRC2012_val_00007561.png,27,26,395,True,396,True,396,True,396,True,396,True,396,True,396,True,396,True,27,False,27,False,27,False
ILSVRC2012_val_00017185.png,28,27,44,True,45,True,45,True,45,True,45,True,45,True,45,True,27,True,27,True,27,True,27,True
ILSVRC2012_val_00027931.png,29,28,25,True,27,True,29,False,29,False,29,False,29,False,29,False,29,False,29,False,29,False,29,False
ILSVRC2012_val_00013940.png,30,29,6,True,7,True,7,True,391,True,391,True,391,True,391,True,391,True,30,False,30,False,30,False
ILSVRC2012_val_00028352.png,31,30,32,True,33,True,33,True,33,True,31,False,31,False,31,False,31,False,31,False,31,False,31,False
ILSVRC2012_val_00043303.png,32,31,883,True,504,True,32,False,47,True,32,False,47,True,312,True,32,False,32,False,47,True,32,False
ILSVRC2012_val_00011303.png,33,32,58,True,59,True,31,True,31,True,36,True,31,True,36,True,31,True,33,False,33,False,33,False
ILSVRC2012_val_00041641.png,34,33,552,True,35,True,34,False,34,False,34,False,34,False,34,False,34,False,34,False,34,False,34,False
ILSVRC2012_val_00044755.png,35,34,382,True,383,True,83,True,331,True,493,True,675,True,493,True,147,True,461,True,35,False,35,False
ILSVRC2012_val_00013394.png,36,35,367,True,368,True,368,True,386,True,368,True,36,False,368,True,36,False,36,False,36,False,36,False
ILSVRC2012_val_00034770.png,37,36,287,True,288,True,283,True,109,True,283,True,111,True,124,True,124,True,34,True,124,True,124,True
ILSVRC2012_val_00027858.png,38,37,36,True,37,True,38,False,38,False,38,False,38,False,38,False,38,False,38,False,38,False,38,False
ILSVRC2012_val_00026793.png,39,38,42,True,43,True,43,True,43,True,43,True,43,True,43,True,43,True,39,False,43,True,39,False
ILSVRC2012_val_00033058.png,40,39,48,True,49,True,49,True,40,False,49,True,40,False,49,True,40,False,40,False,40,False,40,False
ILSVRC2012_val_00044996.png,41,40,39,True,40,True,47,True,40,True,40,True,41,False,41,False,41,False,47,True,41,False,41,False
ILSVRC2012_val_00042602.png,42,41,46,True,47,True,42,False,42,False,42,False,42,False,42,False,42,False,42,False,42,False,42,False
ILSVRC2012_val_00022247.png,43,42,48,True,49,True,49,True,110,True,49,True,49,True,49,True,49,True,43,False,43,False,43,False
ILSVRC2012_val_00044980.png,44,43,47,True,48,True,44,False,44,False,44,False,44,False,44,False,44,False,44,False,44,False,44,False
ILSVRC2012_val_00021786.png,45,44,49,True,50,True,45,False,45,False,45,False,45,False,45,False,45,False,45,False,45,False,45,False
ILSVRC2012_val_00047675.png,46,45,363,True,364,True,46,False,46,False,46,False,46,False,46,False,46,False,46,False,46,False,46,False
ILSVRC2012_val_00039203.png,47,46,47,False,48,True,48,True,48,True,48,True,48,True,48,True,47,False,47,False,47,False,47,False
ILSVRC2012_val_00017490.png,48,47,806,True,807,True,49,True,48,False,825,True,48,False,807,True,49,True,48,False,48,False,48,False
ILSVRC2012_val_00019652.png,49,48,45,True,46,True,49,False,49,False,49,False,49,False,49,False,49,False,49,False,49,False,49,False
ILSVRC2012_val_00035623.png,50,49,50,False,51,True,51,True,51,True,51,True,51,True,51,True,51,True,51,True,51,True,51,True
ILSVRC2012_val_00018666.png,51,50,49,True,50,True,50,True,50,True,50,True,50,True,50,True,50,True,50,True,50,True,50,True
ILSVRC2012_val_00027193.png,52,51,76,True,77,True,74,True,77,True,52,False,52,False,77,True,52,False,52,False,52,False,52,False
ILSVRC2012_val_00046257.png,53,52,26,True,27,True,27,True,53,False,49,True,49,True,27,True,27,True,27,True,27,True,27,True
ILSVRC2012_val_00031596.png,54,53,488,True,489,True,489,True,489,True,63,True,54,False,489,True,59,True,489,True,59,True,54,False
ILSVRC2012_val_00039732.png,55,54,55,False,56,True,55,False,55,False,68,True,67,True,67,True,55,False,67,True,55,False,55,False
ILSVRC2012_val_00030719.png,56,55,616,True,617,True,617,True,617,True,617,True,56,False,617,True,56,False,56,False,56,False,56,False
ILSVRC2012_val_00005676.png,57,56,750,True,751,True,57,False,57,False,57,False,57,False,57,False,57,False,57,False,57,False,57,False
ILSVRC2012_val_00006699.png,58,57,62,True,63,True,59,True,58,False,61,True,58,False,63,True,58,False,58,False,58,False,58,False
ILSVRC2012_val_00034970.png,59,58,121,True,122,True,122,True,124,True,124,True,122,True,124,True,59,False,59,False,59,False,59,False
ILSVRC2012_val_00002439.png,60,59,55,True,56,True,65,True,56,True,56,True,56,True,65,True,65,True,65,True,56,True,60,False
ILSVRC2012_val_00033547.png,61,60,54,True,55,True,55,True,55,True,55,True,55,True,55,True,55,True,55,True,55,True,61,False
ILSVRC2012_val_00013730.png,62,61,67,True,68,True,62,False,62,False,62,False,62,False,62,False,62,False,62,False,62,False,62,False
